Probeset,GeneSymbole,GeneID,hpBECs,hpBECs + HA,hCMEC/D3,hCMEC/D3 + HA
1558924_s_at,CLIP1,6249,7.4655,7.1717,7.47175,7.203325
1558930_at,LOC728192,728192,3.892125,3.9715,3.598225,3.6749
1558931_at,LRRC16A,55604,2.8158,2.669,2.880075,2.78605
1558934_a_at,GTF2H5,404672,2.277875,2.298075,2.310425,2.294575
1558937_s_at,NA,NA,3.49025,3.366275,3.479975,3.479575
1558938_at,NA,NA,4.877725,4.75295,5.6432,5.502875
1558941_at,ZNF704,619279,2.561025,2.535875,2.5445,2.487075
1558942_at,ZNF765,91661,7.261775,7.279775,7.68645,7.71525
1558943_x_at,ZNF765,91661,7.37505,7.25495,7.817775,7.881575
1558944_at,CACNA1A,773,2.8864,2.97365,2.886125,2.7749
1558945_s_at,CACNA1A,773,2.23705,2.145325,2.21575,2.197
1558947_at,NA,NA,2.5558,2.251975,2.858025,2.696225
1558948_a_at,NA,NA,2.96765,3.04535,3.29415,3.26345
1558949_at,TNRC18,84629,3.41605,3.301425,3.174025,3.238925
1558950_at,NA,NA,2.560375,2.68615,2.58065,2.911375
1558953_s_at,CEP164,22897,8.30085,8.237475,8.19125,8.108775
1558954_at,SNORA78,677844,5.968025,5.787125,5.857425,5.827075
1558956_s_at,IFT80,57560,8.842575,8.722875,9.361675,9.466425
1558957_s_at,CEPT1,10390,1.9422,2.00855,2.073025,1.995625
1558959_at,FAM126B,285172,3.295875,3.360525,3.647675,3.42585
1558960_a_at,MFGE8,4240,4.208625,4.224,4.1138,4.196225
1558963_at,NA,NA,2.72915,2.624025,2.734125,2.72045
1558964_at,FAT3,120114,2.6702,2.8004,2.24015,2.3053
1558965_at,PHF21A,51317,4.187075,3.929975,4.015275,3.883225
1558967_s_at,HCG18,414777,4.727975,4.60305,4.708125,4.560375
1558968_at,NA,NA,2.31955,2.404075,2.220425,2.45585
1558969_a_at,RPL32P3,132241,6.353,6.226225,5.984,6.296475
1558971_at,THEMIS,387357,2.294125,2.4792,2.41385,2.336725
1558972_s_at,THEMIS,387357,2.306825,2.342525,2.50985,2.35345
1558975_at,FAM100A,124402,5.126875,5.16645,4.95275,4.8224
1558976_x_at,FAM100A,124402,5.058125,4.968325,4.83565,4.907075
1558977_at,LOC100130992,100130992,2.72695,2.712025,3.048875,2.89995
1558982_at,LOC375010,375010,2.902025,2.9362,3.1202,2.98735
1558983_at,LRRC41,10489,3.105175,3.130825,3.18975,3.1132
1558984_at,MAP3K11,4296,4.776125,4.8106,4.734975,4.638125
1558987_at,NA,NA,2.705825,2.744175,2.642075,2.6698
1558990_at,C18orf21,83608,2.352275,2.36365,2.2547,2.198425
1558995_at,ZNF547,284306,3.13735,3.11865,3.04645,3.396925
1558996_at,FOXP1,27086,5.435925,5.4031,5.3876,5.37605
1558999_x_at,NA,NA,2.076175,2.196675,2.492875,2.37645
1559000_at,C10orf108,414235,4.3011,4.13265,4.033375,3.9744
1559002_at,LOC340544,340544,4.34625,4.354475,4.334775,4.364275
1559003_a_at,CCDC163P,126661,5.8906,5.7927,5.70075,5.87455
1559005_s_at,CNTLN,54875,5.36235,5.129175,6.710475,6.679475
1559006_at,NA,NA,5.088775,5.271925,6.889875,7.1099
1559007_s_at,NA,NA,3.4151,3.562075,5.136475,5.3695
1559009_at,NA,NA,2.94035,2.851475,2.795,2.8872
1559011_at,FLJ13773,246318,3.356375,3.4076,3.567875,3.619225
1559017_at,NA,NA,3.379025,3.42405,3.434275,3.3692
1559018_at,PTPRE,5791,3.73745,3.58055,3.13215,3.0323
1559020_a_at,NA,NA,3.295525,3.55055,3.7162,3.7561
1559021_at,NA,NA,2.7901,2.9182,3.238875,2.977825
1559022_at,KIAA0494,9813,4.01685,3.8313,3.971675,3.9897
1559023_a_at,KIAA0494,9813,4.943275,4.87705,4.728075,4.7141
1559025_at,Sep-09,10801,3.69635,3.6457,3.8387,3.90935
1559026_at,NA,NA,3.7513,3.665875,3.8854,3.8512
1559028_at,NA,NA,4.247225,4.28775,4.133875,4.169525
1559029_at,LOC286154,286154,2.774675,2.85585,2.655475,2.811725
1559030_a_at,LOC286154,286154,2.772475,2.806625,2.688825,2.852725
1559031_at,EXOSC10,5394,3.4271,3.40205,3.4224,3.46905
1559033_at,LOC255167,255167,3.67875,3.652675,4.82005,4.643725
1559034_at,SIRPB2,284759,5.893925,5.864875,6.109275,6.426225
1559035_a_at,NA,NA,2.3669,2.457,2.342125,2.34565
1559036_at,NA,NA,2.901275,2.880825,2.93345,2.941
1559037_a_at,NA,NA,4.316825,4.033025,5.004675,4.635475
1559038_at,Sep-02,4735,5.640275,5.457975,5.179725,5.6095
1559039_at,DHX36,170506,4.939675,4.987525,4.84115,4.722775
1559042_at,NDUFB6,4712,2.57055,2.67635,2.77,2.74835
1559044_at,EXOSC1,51013,3.684025,3.556,3.628375,3.7312
1559045_at,LOC100128288,100128288,4.547075,4.6327,3.689475,3.6447
1559048_at,BAHCC1,57597,5.77795,5.719475,5.47525,5.385325
1559049_a_at,BAHCC1,57597,4.147625,4.22305,4.15775,4.1148
1559050_at,HCG27,253018,3.84375,3.782975,3.975725,3.960425
1559051_s_at,C6orf150,115004,4.1609,3.983175,5.9832,5.877125
1559052_s_at,PAK2,5062,6.06035,6.067675,6.028325,5.8904
1559053_at,NA,NA,2.71175,2.66015,2.993975,2.9338
1559054_a_at,NA,NA,4.7414,4.474725,4.98455,5.16865
1559057_at,NA,NA,3.36485,3.383,3.2512,3.242625
1559059_s_at,ZNF611,81856,3.666375,3.62915,3.798875,3.791
1559060_a_at,FNIP1,96459,4.638225,4.63365,5.193225,5.4572
1559061_at,LOC253962,253962,4.507625,4.393775,4.183475,4.378075
1559062_at,NA,NA,3.930975,3.881525,4.0923,4.02895
1559063_at,NA,NA,3.155725,3.06735,3.255325,3.3062
1559064_at,NUP153,9972,6.1165,6.0648,6.406875,6.222375
1559065_a_at,CLEC4G,339390,3.7032,3.7313,3.801225,3.67295
1559066_at,NA,NA,3.02065,2.873025,2.821125,2.92775
1559067_a_at,NA,NA,6.2171,6.323175,4.953125,5.1563
1559069_at,NA,NA,2.682925,2.6482,2.7762,2.837125
1559072_a_at,ELFN2,114794,5.041925,4.935175,5.709725,5.473275
1559073_at,KDM4B,23030,3.28795,3.484825,3.2733,3.32845
1559075_s_at,BAHCC1,57597,4.38095,4.33235,4.42425,4.31775
1559077_at,ABI3BP,25890,4.17355,3.99975,5.155075,4.493925
1559078_at,BCL11A,53335,3.90545,4.0774,3.97515,3.897325
1559079_at,LOC283486,283486,3.078075,3.01405,2.837625,2.84255
1559083_x_at,LOC284600,284600,4.86465,4.882625,4.7038,4.743775
1559086_at,NA,NA,3.15465,3.047375,3.365825,3.13645
1559091_s_at,FGD2,221472,5.8095,5.78285,5.520975,5.66985
1559092_at,SLC9A5,6553,4.551725,4.549325,4.33195,4.271975
1559093_at,NA,NA,2.87755,2.874225,2.924675,2.9667
1559094_at,FBXO9,26268,5.401475,5.477625,5.2339,5.238
1559096_x_at,FBXO9,26268,6.456175,6.2821,5.9942,6.0292
1559097_at,C14orf64,388011,3.684825,3.563125,3.6613,3.616875
1559101_at,FYN,2534,5.825025,5.9334,5.823225,5.57175
1559102_at,NA,NA,2.949625,2.77935,2.79545,2.559675
1559103_s_at,NA,NA,2.600975,2.652275,2.39995,2.56655
1559105_at,LEKR1,389170,2.304975,2.434425,2.323825,2.3347
1559108_at,NA,NA,3.646,3.743625,3.543275,3.770075
1559109_a_at,NA,NA,3.477925,3.5792,3.4098,3.406825
1559110_at,NA,NA,4.865575,4.90095,4.933375,4.907125
1559111_a_at,NA,NA,2.48535,2.792525,2.56605,2.529575
1559114_a_at,CXCR7,57007,3.0981,3.285175,3.18775,3.181025
1559116_s_at,NA,NA,4.588225,4.478125,3.915275,4.12695
1559117_at,NA,NA,4.495725,4.415925,4.042425,4.157025
1559119_at,NA,NA,4.202375,4.068575,3.99755,3.965975
1559121_s_at,ARIH2,10425,4.525575,4.647475,5.008125,5.166
1559124_at,LOC644135,644135,2.24365,2.359325,2.2257,2.368675
1559125_at,LOC100133019,100133019,3.2262,2.9317,3.26175,3.064725
1559126_at,RRP12,23223,4.514525,4.380275,4.08595,4.103
1559127_x_at,RRP12,23223,4.54345,4.479675,4.236325,4.233425
1559128_at,HSDL2,84263,2.889125,2.947025,3.143225,3.5356
1559129_a_at,LOC158257,158257,4.231075,4.28555,4.214175,4.27495
1559131_a_at,NA,NA,2.58535,2.584525,2.485775,2.60445
1559132_at,TMEM80,283232,5.5752,5.300425,5.617025,5.64305
1559133_at,NA,NA,2.357025,2.399825,2.191375,2.180475
1559134_a_at,NA,NA,2.353575,2.44365,2.59255,2.5061
1559136_s_at,LOC100272228,100272228,5.274825,5.356575,5.307575,5.262575
1559138_a_at,SPATA19,219938,3.623425,3.575625,3.403275,3.438825
1559139_at,NOC2L,26155,6.3793,6.236525,6.0312,5.962575
1559140_at,FAM87A,157693,4.47645,4.46975,4.263525,4.39535
1559141_s_at,FAM87A,157693,2.456675,2.413675,2.461975,2.411675
1559142_at,MYST3,7994,3.221425,3.1891,3.14165,3.2069
1559144_x_at,LOC100130581,100130581,2.97365,2.942875,3.045775,3.22055
1559145_at,LOC386597,386597,3.1836,3.015475,3.0546,2.933525
1559147_at,NA,NA,2.0081,2.0587,2.0102,2.028725
1559148_at,LOC100129103,100129103,3.371175,3.16955,3.103625,3.186825
1559149_at,NA,NA,2.895975,2.791225,2.8055,2.846575
1559151_at,NA,NA,3.1441,3.051875,3.136075,3.320525
1559152_at,NA,NA,2.59725,2.726025,2.7068,2.63375
1559154_at,NA,NA,3.960825,3.93565,4.2067,4.060425
1559156_at,NA,NA,4.789,4.7341,5.473825,5.623375
1559159_at,CEP68,23177,5.035575,4.96965,4.3975,4.590525
1559161_at,NA,NA,5.759525,5.832325,5.2434,5.240725
1559163_at,LOC285954,285954,2.059025,2.02275,2.052725,2.035
1559166_at,NA,NA,4.232525,4.104475,3.843475,4.019775
1559167_x_at,MPV17L,255027,6.53695,6.5211,6.50405,6.5617
1559169_at,NA,NA,4.6826,4.70905,4.8067,4.43785
1559170_at,NA,NA,3.084875,3.012025,3.002875,3.006175
1559171_at,MGC57346,401884,4.15725,4.050725,4.068675,4.233575
1559172_at,NA,NA,2.57845,2.633425,2.711575,2.7046
1559174_at,RAB6A,5870,3.96515,3.861325,3.901975,3.786175
1559180_at,LOC100131860,100131860,2.77655,2.70815,2.69915,2.677825
1559186_at,NA,NA,3.927775,3.9494,3.814325,3.895175
1559188_x_at,NA,NA,4.31795,4.30045,4.249,4.1538
1559190_s_at,RDH13,112724,5.2698,5.134175,4.848425,5.0927
1559194_a_at,CLEC4GP1,440508,5.413275,5.592725,4.703,4.696725
1559195_at,NA,NA,3.46475,3.519625,3.508575,3.44795
1559201_a_at,OSTF1,26578,5.763975,5.682075,6.0269,6.099975
1559203_s_at,KRAS,3845,2.619025,2.655275,3.00835,2.9615
1559204_x_at,KRAS,3845,5.0293,5.077075,4.920575,5.007725
1559205_s_at,NA,NA,4.778775,4.80855,4.803725,4.845425
1559206_at,PSEN1,5663,2.139075,2.173725,2.31365,2.2137
1559208_at,ST7OT4,338069,2.35895,2.27645,2.378,2.2505
1559210_at,NA,NA,4.4523,4.4828,4.43905,4.526975
1559213_at,NA,NA,2.116625,2.052325,2.087175,2.01085
1559214_at,NA,NA,3.87435,3.64475,3.208575,3.32515
1559218_s_at,NFYC,4802,4.8222,4.813125,4.84525,4.6197
1559220_at,NA,NA,4.935075,4.8842,4.996125,5.038825
1559221_at,NA,NA,9.254275,9.24035,4.661475,4.529425
1559222_at,NA,NA,2.5127,2.39055,2.6629,2.86805
1559224_at,LCE1E,353135,4.6366,4.690325,4.610025,4.71135
1559226_x_at,LCE1E,353135,5.43745,5.394725,5.2779,5.461075
1559227_s_at,VHL,7428,6.479825,6.5354,6.5484,6.546975
1559228_at,CLU,1191,3.427975,3.55,3.39305,3.3982
1559229_at,NA,NA,1.9915,2.169625,2.026675,2.168
1559232_a_at,NA,NA,4.705175,4.8346,4.556725,4.441625
1559235_a_at,SOX30,11063,3.08265,3.263,2.7186,2.736175
1559237_a_at,NA,NA,4.4039,4.45975,4.313275,4.393925
1559239_s_at,ACAT1,38,3.2985,3.263025,3.469125,3.515825
1559240_at,NA,NA,3.37565,3.370325,3.54085,3.4932
1559244_at,FMN2,56776,2.705825,2.8701,2.725975,2.969
1559245_at,NA,NA,3.418725,3.3379,3.216175,3.238525
1559249_at,ATXN1,6310,4.36455,4.19195,4.374725,4.54285
1559252_a_at,C20orf29,55317,3.649675,3.73645,3.871775,3.8047
1559254_at,NCRNA00162,378825,3.698375,3.78025,3.873525,3.782175
1559255_a_at,NA,NA,2.431125,2.33205,2.25105,2.397075
1559256_at,MAGI1,9223,2.59925,2.40245,2.4762,2.733
1559257_a_at,MAGI1,9223,3.89775,3.9022,4.119425,4.022375
1559258_a_at,CXorf61,203413,2.63375,2.5816,2.50745,2.720775
1559259_at,NA,NA,4.62925,4.4552,4.3631,4.26725
1559261_a_at,PKD1L2,114780,4.5898,4.5917,4.53105,4.602125
1559263_s_at,NA,NA,2.2687,2.30895,2.2739,2.225625
1559264_at,LOC286190,286190,2.283775,2.375675,2.2959,2.209975
1559265_at,C10orf140,387640,2.73215,3.19625,3.980225,4.1747
1559266_s_at,C10orf140,387640,4.219275,4.2173,5.641175,5.886625
1559268_at,ADAM23,8745,3.165975,3.189225,3.126125,3.1053
1559270_at,ZFHX4,79776,2.783675,2.8332,2.6798,2.79335
1559272_at,EXOC3L,283849,5.72195,5.81,5.669525,5.6949
1559274_at,ZNF732,654254,2.114625,1.9878,1.984025,2.09325
1559275_x_at,ZNF732,654254,2.0113,1.981225,2.091275,2.036225
1559276_at,LOC728606,728606,2.721125,2.7946,2.77705,2.71655
1559277_at,FLJ35700,285736,2.501125,2.4332,2.4721,2.63245
1559278_at,NA,NA,2.689525,2.858725,2.7994,2.698625
1559280_a_at,NA,NA,2.2475,2.308,2.269575,2.23355
1559282_at,NA,NA,2.999425,3.1091,3.0512,3.00125
1559283_a_at,CNPY1,285888,2.2603,2.302275,2.2666,2.341775
1559284_at,NA,NA,2.2113,2.215325,2.3181,2.46255
1559285_at,NA,NA,2.23555,2.2164,2.19285,2.232625
1559287_at,NA,NA,2.421925,2.50035,4.122875,3.652175
1559288_at,NA,NA,2.372075,2.430375,2.416,2.41455
1559289_at,TADA1,117143,2.384225,2.43095,2.621625,2.749875
1559291_at,NCRNA00032,158035,4.207325,4.199625,3.915625,3.948175
1559292_s_at,NCRNA00032,158035,3.662475,3.704575,3.50995,3.685025
1559293_x_at,NCRNA00032,158035,3.2335,3.294,3.12075,3.096325
1559295_at,NA,NA,3.808975,3.888375,3.6902,3.445375
1559296_at,NA,NA,2.8194,3.062575,2.909175,2.847275
1559297_at,NA,NA,3.065725,3.0114,2.8519,2.8825
1559298_a_at,FLJ42289,388182,2.97535,2.98765,2.906075,2.98155
1559302_at,KIAA1467,57613,3.720275,3.867875,3.8295,3.893425
1559303_at,NA,NA,3.533175,3.643425,3.532375,3.505625
1559304_at,NA,NA,3.655625,3.631,3.563175,3.661475
1559307_s_at,RBL1,5933,2.99895,2.9105,3.57545,3.7321
1559309_at,MCFD2,90411,3.4379,3.58415,3.57515,3.510225
1559310_at,LOC100292408,100292408,2.44295,2.477775,2.5091,2.5507
1559311_at,FLJ40292,643210,4.18035,4.272525,4.235575,4.23225
1559313_at,ANKRD18A,253650,3.380775,3.1883,3.6763,3.51105
1559315_s_at,LOC144481,144481,2.828875,2.90195,2.73535,2.65235
1559316_at,NA,NA,2.600775,2.860725,2.818875,3.0499
1559321_at,NA,NA,4.0057,3.9198,3.977725,4.05915
1559322_at,LOC727916,727916,4.2851,3.90895,2.577825,2.741825
1559324_at,NA,NA,5.2573,5.03845,4.623425,4.82755
1559326_at,DIO3OS,64150,4.815475,5.127175,5.033225,5.0976
1559331_x_at,NA,NA,2.828225,2.841675,3.04145,3.224125
1559332_at,NA,NA,5.3702,5.407625,5.48385,5.1911
1559333_at,NA,NA,3.07965,3.081775,2.97225,2.878375
1559336_at,NA,NA,2.6008,2.609925,2.680425,2.778025
1559340_at,C9orf148,401550,3.438725,3.322475,3.313375,3.38055
1559341_at,NA,NA,2.14085,2.157075,2.0438,2.158675
1559342_a_at,SNRPN,6638,2.72285,2.896575,2.660525,2.712125
1559343_at,SNRPN,6638,3.378925,3.43205,3.6032,3.698475
1559344_at,NA,NA,3.037875,2.906875,2.859575,2.887975
1559347_at,NA,NA,3.4274,3.42755,3.5004,3.477375
1559348_a_at,NA,NA,2.960675,2.968175,2.74885,2.7076
1559350_at,NA,NA,2.6808,2.5568,2.591675,2.46415
1559351_at,NA,NA,2.925225,3.0236,2.720275,2.81965
1559352_a_at,LOC92659,92659,6.002525,6.00095,6.0152,6.052025
1559353_at,NA,NA,2.27655,2.36385,2.20385,2.297275
1559354_a_at,NA,NA,3.040775,2.800725,2.8167,2.788525
1559355_at,NXPH2,11249,3.940725,3.98425,3.687025,3.7827
1559360_at,NA,NA,4.8143,4.887175,4.48285,4.47675
1559361_at,MACC1,346389,3.11535,2.98505,3.137175,2.8566
1559362_at,NA,NA,2.7425,2.778325,2.914375,2.945
1559363_at,LOC283587,283587,2.137075,2.0548,2.11795,2.1787
1559369_at,C5orf44,80006,3.14295,2.9917,3.224875,2.966375
1559370_at,DAB2,1601,2.4101,2.368725,2.377725,2.5006
1559372_at,NA,NA,3.19615,3.39635,3.24225,3.36185
1559374_at,NA,NA,2.6564,2.606,2.969875,2.761675
1559375_s_at,NA,NA,3.565125,3.364975,3.755675,3.5468
1559376_at,C1orf203,84852,4.349925,4.417575,4.251475,4.36795
1559377_at,NA,NA,2.127425,2.105775,2.140025,2.048075
1559382_at,C19orf42,79086,6.316075,6.2738,5.976825,6.02615
1559384_at,NA,NA,3.0975,3.295875,3.363625,3.0274
1559388_a_at,LYNX1,66004,5.525275,5.568025,5.3505,5.336
1559390_a_at,C1orf227,149643,2.5437,2.718975,2.669025,2.577775
1559391_s_at,NA,NA,5.36355,5.264075,5.919825,6.1279
1559392_s_at,SYT7,9066,2.99705,3.02415,2.9312,3.058575
1559393_at,ALDH1L2,160428,2.854275,2.76785,2.626525,2.59235
1559394_a_at,NA,NA,2.863425,2.88145,2.7751,2.897075
1559397_s_at,PRR14,78994,5.08615,5.124425,5.058425,5.003775
1559399_s_at,ZCCHC10,54819,8.086075,8.023175,8.1888,8.23365
1559400_s_at,PAPPA,5069,4.119475,4.037825,3.9439,3.99035
1559401_a_at,NA,NA,3.478125,3.555275,3.411325,3.76245
1559402_a_at,C1orf61,10485,5.153225,5.03685,5.294075,5.293175
1559403_at,LOC100288198,100288198,3.644525,3.75575,3.726675,3.766525
1559404_a_at,LOC100288198,100288198,3.4254,3.4304,3.60625,3.4179
1559405_a_at,TRPV6,55503,3.95635,3.872975,3.70435,3.884
1559406_at,ANKRD18A,253650,2.72435,2.7483,2.55675,2.688625
1559409_a_at,CC2D2A,57545,2.79495,2.690875,2.395475,2.40495
1559410_at,NA,NA,2.394925,2.383725,2.572825,2.4932
1559412_at,C21orf34,388815,3.9828,3.870575,3.183125,3.201575
1559413_at,TCP11L2,255394,2.98815,2.918725,2.82945,2.8239
1559419_at,CACNB2,783,2.28235,2.167675,2.271175,2.282175
1559420_x_at,CACNB2,783,2.1287,2.082475,2.067775,2.096625
1559421_at,MTERFD2,130916,4.6968,4.61995,4.908625,4.77155
1559425_at,NA,NA,5.58565,5.66495,6.348525,6.5596
1559426_at,SMURF1,57154,4.30375,4.156025,4.378575,4.34035
1559427_at,MCF2L,23263,3.018425,2.991975,2.86225,3.0148
1559429_a_at,C3orf43,255798,3.1376,3.096025,2.987575,3.08505
1559432_at,CCBP2,1238,3.903975,3.9665,3.889275,3.808575
1559433_at,LOC149773,149773,2.212225,2.120425,3.377825,3.30395
1559434_at,NA,NA,2.0472,2.28855,2.104575,2.1504
1559436_x_at,NA,NA,7.6497,7.5688,7.581875,7.62935
1559437_at,NA,NA,4.311925,4.204125,4.4797,4.600175
1559438_at,C21orf58,54058,5.415175,5.346525,5.45455,5.35305
1559439_s_at,C21orf58,54058,5.262,5.4152,6.164375,6.179875
1559441_s_at,FLJ38576,651430,2.51665,2.4587,2.410175,2.176175
1559443_s_at,LOC283888,283888,5.14775,5.1923,5.17505,5.338325
1559444_at,NA,NA,4.58455,4.65625,5.53585,5.5889
1559449_a_at,ZNF254,9534,5.83725,5.92845,5.5847,5.5929
1559450_at,NA,NA,2.360825,2.316625,2.32665,2.447175
1559452_a_at,NA,NA,5.22915,5.16205,4.868775,4.993575
1559455_at,NA,NA,2.999825,2.838075,2.8132,2.810775
1559458_at,NA,NA,3.4905,3.439675,3.316175,3.292175
1559459_at,LOC613266,613266,2.706375,2.750125,2.742025,2.761225
1559461_at,NA,NA,5.05865,5.09965,5.06805,5.06465
1559462_at,NA,NA,3.01285,3.104325,2.688925,2.651375
1559467_at,NA,NA,5.8239,5.803775,5.765075,5.789375
1559469_s_at,SIPA1L2,57568,3.6458,3.681625,3.4499,3.449025
1559470_at,D21S2088E,266917,2.287725,2.252275,2.30025,2.200075
1559471_s_at,D21S2088E,266917,4.5645,4.592375,4.3236,4.329025
1559474_at,SPEG,10290,4.14115,4.184375,4.209075,4.11635
1559477_s_at,MEIS1,4211,5.66615,5.8606,5.033775,4.984325
1559478_at,NA,NA,5.0443,5.04135,4.829025,4.665625
1559479_at,PI4K2B,55300,2.424825,2.5868,3.09715,3.08495
1559481_at,CHIC1,53344,3.326775,3.20375,3.387825,3.358275
1559483_at,NA,NA,2.78485,2.856025,2.701025,2.63065
1559485_at,ATG2B,55102,3.380875,3.24015,3.4037,3.50995
1559488_at,LOC257358,257358,2.73305,2.816225,2.8489,2.77685
1559489_a_at,LOC257358,257358,4.5503,4.631625,4.3463,4.478475
1559490_at,LRCH3,84859,5.818575,5.729025,5.85825,5.91645
1559491_at,NA,NA,3.7174,3.706575,3.9537,3.925425
1559492_at,NA,NA,2.054725,2.045225,2.023,2.020725
1559494_at,NA,NA,5.0635,4.976875,4.410275,4.448075
1559495_at,NA,NA,4.27315,4.245725,4.1219,4.3697
1559496_at,PPA2,27068,5.54915,5.55515,5.085525,5.097275
1559497_at,NA,NA,2.138875,2.2755,2.103625,2.06205
1559500_at,VPS8,23355,3.434425,3.26605,3.484475,3.159025
1559501_at,NA,NA,4.3483,4.23105,4.307825,4.291875
1559502_s_at,LRRC25,126364,3.917675,3.950275,3.592625,3.596775
1559503_a_at,LOC441666,441666,2.00985,1.9706,1.97345,2.112775
1559504_at,FLJ35409,400765,3.303775,3.325375,3.9616,3.71085
1559506_x_at,FLJ35409,400765,3.99445,3.8393,4.9942,4.62525
1559507_at,LOC100130357,100130357,3.336125,3.4054,3.1023,3.274825
1559508_at,NA,NA,4.005725,4.107275,4.1268,4.076375
1559509_at,NA,NA,3.54915,3.4578,3.393725,3.573625
1559510_at,BHLHB9,80823,3.023975,2.91955,3.6767,4.033325
1559513_a_at,FANCC,2176,3.149775,3.061375,3.135,2.991525
1559514_at,LOC100132077,100132077,3.6089,3.46385,2.938075,3.0753
1559515_at,NA,NA,2.293225,2.274975,2.50315,2.43915
1559517_a_at,SPIRE1,56907,4.646875,4.5391,4.557925,4.556975
1559518_at,NA,NA,2.953675,2.886225,2.8332,2.7081
1559520_at,GYPA,2993,2.22915,2.201975,2.1169,2.172975
1559521_at,NA,NA,4.559875,4.63215,4.501675,4.418025
1559522_at,NA,NA,4.5095,4.62625,4.601,4.564525
1559523_at,NA,NA,3.45295,3.456725,3.29445,3.369
1559524_at,NA,NA,4.33705,4.3626,4.3327,4.29295
1559526_at,NA,NA,3.461225,3.41515,3.2447,3.29755
1559528_at,LOC100129917,100129917,3.2918,3.05375,3.099075,3.07365
1559529_at,PTK2,5747,4.890625,4.816,4.536175,4.519375
1559530_at,NA,NA,5.9567,5.984125,5.77625,5.77745
1559532_at,C3orf71,646450,4.039875,4.2516,3.887425,4.08325
1559533_at,NA,NA,5.1549,5.13015,5.176975,5.19325
1559534_at,NA,NA,3.025975,3.009325,3.187825,3.337025
1559535_s_at,NA,NA,2.96965,2.823525,3.530725,3.34835
1559537_at,LOC100129309,100129309,3.31845,3.51975,3.137625,3.1433
1559538_at,NA,NA,3.80015,3.88995,3.5953,3.66945
1559540_at,NA,NA,3.24905,3.4174,3.1519,3.23005
1559542_a_at,NA,NA,2.309725,2.264625,2.35165,2.464275
1559543_at,NA,NA,2.3694,2.363325,2.3792,2.357825
1559544_s_at,NA,NA,3.6048,3.51875,3.360975,3.559325
1559545_at,SNRPN,6638,2.00975,2.01695,2.0248,2.056325
1559546_s_at,SNRPN,6638,2.156075,2.077025,2.015375,2.188225
1559548_at,ACVR2B,93,3.163475,3.088075,3.06865,3.119725
1559550_s_at,NA,NA,4.041725,4.1095,4.12505,4.0945
1559551_at,NA,NA,3.236725,3.278,3.09425,3.17435
1559559_at,C9orf79,286234,3.6245,3.6972,3.662925,3.646425
1559561_at,FBXO18,84893,5.11155,5.14995,4.6892,4.81805
1559563_at,NA,NA,5.6112,5.56425,5.49895,5.394575
1559565_x_at,NA,NA,5.502675,5.581825,5.451375,5.313325
1559566_at,FBXO42,54455,2.96455,2.9212,3.156275,3.086775
1559567_at,LOC100287017,100287017,3.364175,3.2983,3.221125,3.266925
1559568_at,NA,NA,3.5145,3.798625,3.582225,3.871925
1559571_a_at,ATP13A4,84239,2.494575,2.51115,2.520375,2.50445
1559573_at,NA,NA,2.53065,2.403725,2.616125,2.6007
1559575_a_at,NA,NA,3.6987,3.7012,3.70865,3.855175
1559576_at,WDR78,79819,3.37205,3.4322,3.194525,3.222225
1559577_at,FCN2,2220,2.422675,2.4477,2.509675,2.4398
1559578_at,NA,NA,3.8764,3.94125,3.73185,3.8542
1559579_at,LOC283688,283688,3.081825,3.1344,3.107075,2.998675
1559580_at,LRRC39,127495,2.674575,2.658525,2.598625,2.6609
1559582_at,RHOQ,23433,4.3902,4.185125,3.9608,3.830575
1559583_at,CD276,80381,3.95625,3.863,3.38405,3.5168
1559584_a_at,C16orf54,283897,1.96825,2.159,2.0742,2.05595
1559585_at,DDX60L,91351,3.76825,3.63245,6.576525,6.133625
1559586_at,LOC728868,728868,3.042225,3.095575,2.8526,3.027925
1559587_at,SYMPK,8189,2.682125,2.5367,2.439325,2.6362
1559589_a_at,NA,NA,3.225025,3.075675,3.415275,3.5559
1559590_at,CHDH,55349,2.05535,2.006875,2.08235,2.13405
1559591_s_at,CHDH,55349,5.759925,5.5685,5.6625,5.630625
1559593_a_at,MED26,9441,3.8333,3.931575,3.89615,4.068725
1559595_at,LOC728084,728084,3.000275,2.8343,2.8825,2.92725
1559597_at,NA,NA,3.022975,3.0984,3.14915,2.9894
1559598_at,NA,NA,2.85085,2.928,2.8367,2.85195
1559600_at,NA,NA,4.756175,4.9262,4.952175,4.941325
1559601_at,KIAA2018,205717,2.58715,2.546375,2.618525,2.592575
1559603_at,GPR12,2835,3.40385,3.434275,3.3421,3.427725
1559605_a_at,LOC285043,285043,3.83315,3.797,3.62565,3.682975
1559606_at,GBP6,163351,2.03705,2.114375,2.144175,2.1555
1559607_s_at,GBP6,163351,2.68155,2.642,2.584875,2.8265
1559611_at,TMEM75,641384,2.65565,2.7537,2.551975,2.65605
1559612_at,NA,NA,1.918975,1.97165,1.974,1.9882
1559614_at,FLJ38773,284808,2.99545,3.13955,3.140175,3.10745
1559616_x_at,ZNF626,199777,4.637975,4.738675,4.54345,4.580425
1559617_at,NA,NA,2.6213,2.71795,2.7248,2.6114
1559618_at,LOC100129447,100129447,3.4573,3.507125,3.541075,3.4414
